date,AdrActCnt,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2014-02-04,1441,1614335455,644,502944,780.968944099379,0.0,0.0,0.0,5.99706696194887,0.000504273504273504,0.0,0.0,0.0,0.531,0.0,0.19171897269023103,79076.0,1018.2602667475699,0.0,79076.0,0.0,15.21735945,0.0,0.0,0.0,0.0,0.0,2834515.0,2834515.0,2834515.0,1053,2106,186268.51844401,0.0,107.79689686756399,0.0,31.93563491,0.0,227020.26480309,0.0,0.0,0.0,0.0
2014-02-05,1908,1614335455,817,704425,862.209302325581,0.0,0.0,0.0,6.915699672281099,0.00037759336099585096,0.0,0.0,0.0,0.637,0.0,0.280553313006111,97327.0,1211.67358268283,0.0,97327.0,0.0,6.16084933,0.0,0.0,0.0,0.0,0.0,2931842.0,2931842.0,2931842.0,1687,3367,475882.76243841,0.0,173.572934875961,0.0,23.83242554,0.0,584420.07172736,0.0,0.0,0.0,0.0
2014-02-06,2563,1614335455,820,873214,1064.8951219512198,0.0,0.0,0.0,13.1273555889803,0.0005183086312118571,0.0,0.0,0.0,1.189,0.0,0.5345521346687729,79955.0,968.975498680688,0.0,79955.0,0.0,19.69043783,0.0,0.0,0.0,0.0,0.0,3011797.0,3011797.0,3011797.0,2294,4580,152957.34034333,0.0,91.1046540750502,0.0,19.78816045,0.0,417259.31566373,0.0,0.0,0.0,0.0
2014-02-07,2563,1614335456,493,774276,1570.53955375254,0.0,0.0,0.0,17.2741136951722,0.00073945294390357,0.0,0.001,0.0,1.595,0.0,0.42249815566277793,42034.0,502.39879024084803,0.0,42034.0,0.0,17.35102931,0.0,0.0,0.0,0.0,0.0,3053831.0,3053831.0,3053831.0,2157,4305,176002.87250133,0.0,63.05393101056911,0.0,11.48348369,0.0,271447.1730005,0.0,0.0,0.0,0.0
2014-02-08,4759,1614335456,951,1312622,1380.2544689800197,2.89181599,373898.4879270508,129295.39407631845,18.1572062142352,0.000692730666023166,8.268239350200058e-05,0.001,0.00011935720122896299,2.15300691,0.25697687900421784,0.857508169941018,78770.0,917.801213751767,9401.766740805417,78770.0,9401.766740805417,3.12441046,0.0,0.00017612559906487457,0.11935720122896301,0.0,0.0,3132601.0,3132601.0,3132601.0,3108,6199,1002621.46765497,119670.0922713725,309.075864711016,36.89043017932848,12.49297237,1.4911262171139648,1915961.28534359,228683.77668165747,0.0,0.0,0.0
2014-02-09,1877,1614335456,728,787233,1081.36401098901,3.60347681,652415.6004362331,181051.69939486025,50.0978613303927,0.0009108761329305141,0.00018778931363164236,0.001,0.00020616339241152099,1.206,0.24863305124829435,1.81210245234954,31955.0,368.569082045001,6587.951204510154,31955.0,6587.951204510154,11.67763131,0.0,0.00029991500807860017,0.20616339241152104,0.0,0.0,3164556.0,3164556.0,3164556.0,1324,2625,270992.97082996,55868.83018598089,181.33295168451,37.38421647527301,6.34438381,1.3079796890303306,475998.99817184,98133.5682475919,0.0,0.0,0.0
2014-02-10,581,1614335457,96,285931,2978.4479166666697,4.13458648,790001.4020070033,191071.44217916572,90.35442222068191,0.00147603833865815,0.0003681664858435277,0.001,0.000249428809673212,0.462,0.11523611006902393,0.426462602232882,2686.0,30.9540603465097,669.9657827822475,2686.0,669.9657827822475,39.63652923,0.0,0.0003638866160140266,0.24942880967321202,0.0,0.0,3167242.0,3167242.0,3167242.0,313,609,79907.14782222,19931.144765677727,146.83904869573098,36.625889129723,3.22681403,0.8048603825397203,89424.9806557,22305.16648000126,0.0,0.0,0.0
2014-02-11,2608,1614335457,613,972533,1586.5138662316501,3.95411558,932447.1193273652,235816.85952968366,37.968491201880795,0.000829943802541544,0.0002418975706062336,0.001,0.00029146259043741097,1.69806502,0.494922429460354,1.15643414227778,31958.0,364.612090522631,9314.56146519878,31958.0,9314.56146519878,15.77237119,0.0,0.00043378884384394313,0.291462590437411,0.0,0.0,3199200.0,3199200.0,3199200.0,2046,4077,202835.70316203,59119.019476799025,110.21799184803999,32.124421416839176,5.36648865,1.5641306834819646,449358.75276446,130971.26611645367,0.0,0.0,0.0
2014-02-12,3423,1614335457,567,936775,1652.16049382716,3.50260508,997354.2668789455,284746.4227596067,34.2048408875288,0.0008557484139985111,0.0002641123471543747,0.001,0.00030863317165883103,2.29854024,0.7094057644566505,0.961840127282708,32320.0,365.054215972669,9975.024108013415,32320.0,9975.024108013415,15.60494009,0.0,0.0004720852339937533,0.308633171658831,0.0,0.0,3231520.0,3231520.0,3231520.0,2686,5356,207083.14046364,63912.72643836442,96.3370112089582,29.73279731755312,6.66539094,2.0571607461582366,515981.03203518,159248.86243281452,0.0,0.0,0.0
2014-02-13,4253,1614335457,575,1105067,1921.8556521739101,1.98843101,571332.5259089776,287328.3117508428,31.2471770461968,0.000981024817518248,0.00017164760250768427,0.001,0.00017496764550963201,3.36001,0.5878930385888186,0.8917029832612621,33841.0,378.272570781607,5921.080091691458,33841.0,5921.080091691458,14.69446817,0.0,0.00028546645236703576,0.174967645509632,0.0,0.0,3265361.0,3265361.0,3265361.0,3425,6836,222217.02487786,38880.78963503449,59.1425983575015,10.348041183933868,5.73180145,1.0028798042351945,404298.80237188,70739.20953337188,0.0,0.0,0.0
2014-02-14,4537,1614335458,565,1241232,2196.87079646018,3.87579709,1246445.8532859585,321597.29319721693,31.3906922400137,0.00102107088621444,0.0003858275227321874,0.001,0.00037786556050248396,3.73303516,1.41058542310888,0.8800350630241321,33288.0,368.336249173525,12578.388778006687,33288.0,12578.388778006687,24.54312494,0.0,0.0005649999999999997,0.377865560502484,0.0,0.0,3298649.0,3298649.0,3298649.0,3656,7293,134402.1598171,50785.94745203294,33.8650965696737,12.796453696770502,6.72913398,2.5427079830490107,246978.14928263,93324.53681054719,0.0,0.0,0.0
2014-02-15,3929,1614335458,596,1341699,2251.1728187919502,3.20814723,1108331.196180525,345473.9191709323,38.152326064166395,0.00161750174529756,0.0005384407307416567,0.001,0.00033288417295809704,5.24555816,1.7461632897951966,1.1290976953031397,30831.0,337.990166632627,10263.151936471088,30831.0,10263.151936471088,22.90058887,0.0,0.0005087039158386916,0.33288417295809697,0.0,0.0,3329480.0,3329480.0,3329480.0,3243,6456,145388.40107007,48397.49764791036,36.7675531135223,12.23933650988777,5.732008005,1.908094744133616,237371.32290089998,79017.1565078355,0.0,0.0,0.0
2014-02-16,3888,1614335458,588,1117496,1900.5034013605398,3.83290932,1453065.3024987432,379102.44657684286,60.27428902212971,0.0008900071658903619,0.0003860290228731583,0.001,0.000433736982878082,2.48401,1.0774070028389842,1.75973986113502,20627.0,224.73476220311798,8946.692745826196,20627.0,8946.692745826196,24.59101196,0.0,0.0006959274108708362,0.43373698287808204,0.0,0.0,3350107.0,3350107.0,3350107.0,2791,5562,136232.98645944,59089.28451538808,46.0880608024344,19.99009643914949,4.31632262,1.872148750327218,256341.79418314,111184.91639454944,0.0,0.0,0.0
2014-02-17,3582,1614335459,599,1756552,2932.4741235392303,4.57896458,4733990.807147988,1033856.1761546745,87.923546192297,0.00107731400076864,0.0015151382003735444,0.001,0.00140640351772327,2.80317103,3.9423895973719607,2.6159125322242596,15919.0,172.62002729628398,22388.537598636733,15919.0,22388.537598636733,7.83772823,0.0,0.0022276674301578087,1.40640351772327,0.0,0.0,3366026.0,3366026.0,3366026.0,2602,5141,429464.49531318,604000.376945705,156.940397279376,220.72152680660193,4.53460084,6.377478572846895,806830.58241327,1134729.3693127374,0.0,0.0,0.0
2014-02-18,3721,1614335459,579,1354287,2339.0103626943,3.175509,3425383.567427305,1078688.03479054,137.541311411065,0.0009304160462382439,0.0009430276820851281,0.001,0.00101355483484821,2.37442175,2.406606644681248,3.95327755913023,13548.0,146.320808480596,13731.640902523548,13548.0,13731.640902523548,6.70937163,0.0,0.0016158145435417825,1.01355483484821,0.0,0.0,3379574.0,3379574.0,3379574.0,2552,5040,503709.46576009,510537.1643799482,140.799633272575,142.70814904827333,3.908402885,3.9613806406264422,709630.15169378,719249.0712032994,0.0,0.0,0.0
2014-02-19,3251,1614335459,577,896757,1554.17157712305,2.97293534,3312858.4406512855,1114339.2184419187,128.911005259566,0.0008567966838046269,0.0008365049390724004,0.001,0.000976316732877489,1.99976346,1.9524025277949837,3.6908074814263796,13647.0,146.797246627909,13323.79445357909,13647.0,13323.79445357909,20.83304774,0.0,0.0015657640543541788,0.976316732877489,0.0,0.0,3393221.0,3393221.0,3393221.0,2334,4628,162876.84077467,159019.38504653279,41.395618208783496,40.415234725043405,3.91980191,3.8269681942981406,191578.92107025,187041.70630750075,0.0,0.0,0.0
2014-02-20,3040,1614335460,585,864623,1477.98803418803,3.16795401,3676466.559285161,1160517.655361795,149.80479999786002,0.000950866305701965,0.0010261129147366554,0.001,0.00107913479380168,1.98445798,2.1414976530553984,4.35035699046201,13644.0,146.177203969045,14723.715126630117,13644.0,14723.715126630117,19.59470616,0.0,0.0019141450379894704,1.07913479380168,0.0,0.0,3406865.0,3406865.0,3406865.0,2087,4136,173866.60314878,187625.50093795726,66.0278019225725,71.25289841289347,4.891654365,5.278754424523362,273090.98875176,294701.98783572746,0.0,0.0,0.0
2014-02-21,3186,1614335460,581,960056,1652.41996557659,3.01887165,3854380.4232077543,1276761.9404670238,185.960708828877,0.0008312601249999999,0.0009368386164327918,0.001,0.0011270101719757,1.72902106,1.9486243221802075,5.3631922747465195,13140.0,140.23663708094,14808.913659760698,13140.0,14808.913659760698,17.68770302,0.0,0.0019420350672121613,1.1270101719757,0.0,0.0,3420005.0,3420005.0,3420005.0,2080,4119,193354.95381499,217912.9997513854,51.1740708518524,57.67369839144283,4.86387558,5.481637253884209,210785.99783878,237557.96367435297,0.0,0.0,0.0
2014-02-22,3372,1614335460,575,881942,1533.8121739130402,2.70219157,3881541.8567824974,1436442.1472476134,226.250564029091,0.000745171709776414,0.0008426204478552914,0.001,0.00113077353420746,1.69973667,1.9220172415579195,6.455612612174719,12638.0,134.382456899829,14290.71592531388,12638.0,14290.71592531388,16.55969415,0.0,0.0018625064313267077,1.13077353420746,0.0,0.0,3432643.0,3432643.0,3432643.0,2281,4511,207289.03375083,234396.9532968755,52.2545879761361,59.08810512433006,4.94005007,5.58607787681571,235720.44636035,266546.44221585296,0.0,0.0,0.0
2014-02-23,3762,1614335461,565,1209834,2141.29911504425,2.46364753,3951461.8623294844,1603907.1365354883,189.270645101111,0.00081050317626527,0.0009295259572104765,0.001,0.0011468504805788099,1.85767328,2.1304734939264143,5.30475060490475,12847.0,136.095446511236,14733.588123995969,12847.0,14733.588123995969,10.02523693,0.0,0.0018798290590298008,1.1468504805788102,0.0,0.0,3445490.0,3445490.0,3445490.0,2292,4519,343681.65292565,394151.46882390155,83.71776825345209,96.01176275445695,5.00464923,5.739584374553872,378320.59473735,433877.15588739107,0.0,0.0,0.0
2014-02-24,4082,1614335461,583,1448763,2485.01372212693,1.76168558,2881801.8408853533,1635820.7571060269,215.49751178971002,0.0014420706543263,0.0012016456972848298,0.001,0.000833277962962369,3.34993013,2.7914229547926643,6.23570960660557,12902.0,136.168196086505,10750.952278140483,12902.0,10750.952278140483,4.88051602,0.0,0.0015366572180011695,0.833277962962369,0.0,0.0,3458392.0,3458392.0,3458392.0,2323,4533,708611.954929,590470.7263340191,235.538066787913,196.26868049312645,5.47415474,4.561492510687998,1067694.05674961,889685.928675343,0.0,0.0,0.0
2014-02-25,3486,1614335461,557,1020764,1832.6104129263897,1.29850357,2035699.5354201,1567727.332161842,182.194356156535,0.000806106375227687,0.00047276074695777186,0.001,0.00058647439281725,1.7702096,1.038182600319267,5.03361471986284,12688.0,133.420145891192,7441.187096065269,12688.0,7441.187096065269,7.02995249,0.0,0.0010988682641729997,0.58647439281725,0.0,0.0,3471080.0,3471080.0,3471080.0,2196,4317,493755.8260571,289575.14828681736,209.18456372788998,122.68138999905564,5.48609064,3.2174516770343984,903049.7616133002,529615.5606259224,0.0,0.0,0.0
