date,AdrActCnt,AssetEODCompletionTime,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-03-31,312,1614335522,1455,0.0,45.627179647279604,0.0,6.0,0.0,24319.286752,0.0,0,0,0.0,0,0.0,38.07411519,0.0,0.0,0.0,0.0,0.0,8999999999,533,433,236381067.666552,0.0,548230.23941467,0.0,16000.0,0.0,237383693.666552,0.0,0.0,0.0,0.0
2015-04-01,420,1614335522,1430,2327412.971511644,44.2777333546593,0.011450285663357568,6.0,0.0015516086478468301,31835.690282,8.232755391954083,0,0,0.0,0,0.0,23.8421487,0.0,1.0461823495032168e-06,0.000258601441307805,0.0,0.0,8999999999,719,560,377482755.98968,97617.58476777372,674081.4571244289,174.31843637124274,10000.0,2.5860144130780496,377485615.98968,97618.32436789582,0.0,0.0,0.0
2015-04-02,257,1614335522,1434,2826379.164672328,17.1095896764061,0.0053731319758733445,10.0,0.0031404212944293,23423.028266999998,7.3558176749706226,0,0,0.0,0,0.0,29.86816189,0.0,1.2381896551724137e-06,0.00031404212944293,0.0,0.0,8999999999,1369,1276,301324200.402473,94628.4935470808,236175.321632032,74.16900092719224,1e-06,3.1404212944293e-10,301359710.402473,94639.64518309732,0.0,0.0,0.0
2015-04-03,244,1614335522,1430,2823450.7707098783,11.3340061007569,0.0035556675848853556,10.0,0.00313716752335955,67380.66626900001,21.138443792143512,0,0,0.0,0,0.0,81.01241445,0.0,1.231067212156633e-06,0.000313716752335955,0.0,0.0,8999999999,5945,5640,111094084.284684,34852.07532552793,19697.532674589398,6.179445979703543,1e-06,3.1371675233595503e-10,111094084.284684,34852.07532552793,0.0,0.0,0.0
2015-04-04,211,1614335522,1432,2471490.0502883256,11.4474014616905,0.00314357097970752,10.0,0.00274610005618104,52142.913658,14.318965812567694,0,0,0.0,0,0.0,91.68327352,0.0,1.081372296902399e-06,0.000274610005618104,0.0,0.0,8999999999,4555,3452,98164034.21624699,26956.825987619348,28471.6307115432,7.818594669653457,1e-06,2.74610005618104e-10,98284069.21624699,26989.788799643713,0.0,0.0,0.0
2015-04-05,185,1614335522,1432,2101323.035754906,11.0323325014236,0.002575832713991644,10.0,0.00233480337332043,73618.754782,17.188531700466307,0,0,0.0,0,0.0,56.81016085,0.0,8.941765049678543e-07,0.00023348033733204302,0.0,0.0,8999999999,6673,5221,158422364.307354,36988.507059420815,30343.682112115297,7.084653135432957,1e-06,2.33480337332043e-10,158424364.307354,36988.97402009549,0.0,0.0,0.0
2015-04-06,203,1614335522,1432,2613713.0068788743,11.5336945896855,0.003349529729975447,10.0,0.00290412556352143,45846.435994,13.314380676652442,0,0,0.0,0,0.0,75.91661113,0.0,1.1327983635300983e-06,0.000290412556352143,0.0,0.0,8999999999,3975,2474,118551129.52723601,34428.73658443863,47972.66836185769,13.93186525400067,1e-06,2.9041255635214297e-10,118684381.52723601,34467.434638397666,0.0,0.0,0.0
2015-04-07,150,1614335522,1399,2200191.3516536388,10.646743385996599,0.0026027636359720057,10.0,0.00244465705766456,82416.44055099999,20.147993306059377,0,0,0.0,0,0.0,136.28475296,0.0,9.593214494447671e-07,0.000244465705766456,0.0,0.0,8999999999,7741,6402,66038201.660344996,16144.075576443784,10315.8453077702,2.5218704037416257,1e-06,2.44465705766456e-10,66042041.660344996,16145.01432475393,0.0,0.0,0.0
2015-04-08,176,1614335522,1440,2090923.1496877326,10.448488763337599,0.0024274430041046884,10.0,0.00232324794435562,97923.23668999999,22.74999583446912,0,0,0.0,0,0.0,214.07272269999999,0.0,9.450812390414972e-07,0.00023232479443556202,0.0,0.0,8999999999,9372,7954,42041787.881488,9767.349727270199,5425.180774640179,1.2604040082440429,1e-06,2.32324794435562e-10,43151887.881488,10025.25348157312,0.0,0.0,0.0
2015-04-09,134,1614335522,1424,2005347.2504365137,9.55511028250892,0.0021290349038639955,10.0,0.0022281636118437,18737.571264,4.175037446477297,0,0,0.0,0,0.0,235.52274440000002,0.0,9.137036820572741e-07,0.00022281636118437,0.0,0.0,8999999999,1961,753,38212869.93723,8514.452629825193,51080.8365700266,11.381646130786821,8.0,0.00178253088947496,38463869.93723,8570.379536482467,0.0,0.0,0.0
2015-04-10,159,1614335522,1428,1605410.8779817093,2.55918687508446,0.0004565051609450126,2.0,0.000356757972924464,60601.545202,10.810042211177898,0,0,0.0,0,0.0,121.15901652,0.0,7.56253652834599e-07,0.000178378986462232,0.0,0.0,8999999999,23680,22991,74282544.193803,13250.444945126534,3252.69319271902,0.5802121149898203,8.0,0.001427031891697856,74782669.193803,13339.656735730956,0.0,0.0,0.0
2015-04-11,133,1614335523,1434,1456191.600462426,3.62177680540312,0.0005860001070404069,2.0,0.00032359813347205,42899.946260000004,6.941171267893627,0,0,0.0,0,0.0,66.58348649,0.0,6.815201636469901e-07,0.000161799066736025,0.0,0.0,8999999999,11845,10827,135168650.268327,21870.161465383462,12485.708808379699,2.020176032733603,8.0,0.0012943925338882,135182769.268327,21872.445906406705,0.0,0.0,0.0
2015-04-12,106,1614335523,1420,1322876.5440515748,2.4094221576807002,0.0003541520063853429,2.0,0.000293972565377458,57469.537305,8.447233656303187,0,0,0.0,0,0.0,243.044954,0.0,6.198264172998257e-07,0.000146986282688729,0.0,0.0,8999999999,23852,23084,37030186.600747995,5442.9294757139305,1604.14948019182,0.23578796897045254,8.0,0.001175890261509832,37030186.600747995,5442.9294757139305,0.0,0.0,0.0
